# age bin between 140 and 260 Myrs ago
#     R      phi
#    kpc     deg
  11.9846    0.3148
  12.0286  164.2577
   8.5032   -4.8775
  16.0552   21.7922
  13.0402  -80.3127
  13.3398   27.6535
  12.4470  -14.5623
  13.3148   17.9533
  10.3332   40.4122
   9.4141   35.4876
  16.0023   66.0615
  10.0288  -51.5773
   7.9037   15.1115
  13.2652   24.3877
   8.4461  150.7028
   9.9110   13.5373
  10.9051   -9.0721
  12.2358   73.8728
  12.7201  -12.6188
  13.5246   57.5440
  12.2337    5.8848
  12.0931  -18.5820
   9.3195   20.6261
  12.9229   66.4519
  10.0278 -162.4259
  11.5067   -6.6736
  11.2596    9.9542
  11.0744   25.8202
  13.7923   43.0273
  12.4714  -16.3960
  14.9234   44.4716
   8.4455  175.5182
  10.1392   39.6084
  12.0269   40.1310
   9.5877   52.0246
  15.1303   38.5904
   9.8762  -20.9980
  16.0921   48.1798
  11.4017    0.4380
  11.2524  -45.7285
  10.3502   55.4907
   9.4933   24.3919
  11.3554   11.0367
   9.7220   21.7130
  12.6558  -67.2566
  10.2351   57.2601
  10.5170  -29.9078
  10.5026   47.6349
  12.9413  -53.3239
   9.0598    6.7991
  14.6332  100.5437
   9.3279   64.0179
  10.2460   10.3187
  11.0459   16.4671
  11.4045    6.5814
  11.6940   40.8665
  12.0171   48.6063
   2.0699   26.7702
  13.9632   63.7912
  12.3657  -37.0318
  11.7083   62.2190
  10.2878   55.4915
  11.6726   28.5444
  10.9969   38.7942
  14.0681  -12.8681
   7.2179  148.2740
  13.1003   11.2744
  14.8739   59.9031
  11.6901 -146.3412
  12.4694   88.1916
  12.2630   43.2112
  14.4877   74.2943
   8.0680  -22.0537
  10.3858   -8.4917
  12.0608   12.0189
  10.6474   29.6620
   4.8776   17.3456
   8.5566   -1.7834
  12.1123  -33.2353
  11.6843    0.2016
  12.3600   73.4373
   7.5005    4.7140
  13.3166  -25.7341
   9.9324   47.9658
  14.2039   45.4528
   9.1772   41.0233
  14.6138   53.4748
  13.0485   53.7687
  12.0656    5.1874
   9.6186  -27.9283
  10.9382   48.3465
  15.3079   -8.7793
  11.1182   22.5262
  14.0602   27.4206
  15.5077   -6.7059
  11.2340   31.3477
  10.6527    5.8188
   9.0546   47.3873
  13.6338   27.6837
   7.3103   40.5706
   9.3848    1.0247
  10.1059   71.9287
   9.0648  146.9850
  12.5977  -81.0736
  11.0278  -12.5532
  10.0807  -14.4629
  11.4372  104.5247
  11.4816   57.3852
   5.0920 -161.1566
  12.9087   18.4580
  10.0161   18.8855
  11.6133   62.3341
   5.1420   93.5402
  11.7108   93.2623
  10.0891  -23.2060
  13.9888   27.3215
   8.9843   38.7896
  10.4852   42.4133
  11.3883   61.1327
  11.2064  -44.3804
  10.0280   42.4654
  13.2567   59.5671
  13.9172   78.3640
  10.0664   41.8240
  12.1258   42.8876
  12.6794   49.0639
  12.7540  -19.2194
  14.0895   43.0820
  14.8559   28.3458
  12.1305 -173.9551
  13.6487   30.9915
  10.6606  174.6277
  15.2838   34.9791
  10.6817   33.3652
   9.5064   38.6940
  14.3917   18.9345
  13.0218  -10.4889
  10.0549  -11.4440
  11.7335   87.6312
  11.8940   90.7254
  14.3470   -0.9042
  12.5407   -2.6374
  10.5327 -169.1198
  18.5928    4.4017
  12.9774   55.3573
  12.2554   48.4678
  14.0898   15.4735
  10.8446    7.3662
   6.6869   25.6296
  14.8250   20.5606
  12.4645   -0.0931
   6.7594   -1.1069
  10.8263 -166.7562
  11.3966   71.7562
   9.6081  136.7140
  11.4781  -47.9626
  12.0508  -39.2601
  10.6842   -9.7865
   8.7779   37.4890
   7.7109  147.9122
  12.8319   -6.6929
  10.0701   50.7918
  12.0019   47.7852
  12.1243  -19.3528
  13.3680   13.2483
  15.7987   58.3266
  12.0632  -37.7807
  14.4573  -12.5992
  12.0750   18.9232
  13.7721  -11.3757
  15.3872   33.1894
  10.3461  -12.5355
  13.6380   29.2213
  15.5929   81.4916
  10.8496   71.3607
  10.6393   31.2698
  13.6800   27.1979
  14.8189 -171.6050
  12.7961   22.4282
  14.2444   70.1968
   8.5457  -13.5893
  13.8585   67.7660
  10.5443   37.4221
  10.5912   18.8663
   9.0283  119.4775
  13.2215  -11.5329
   8.8454   19.4557
  10.1313    4.7169
  13.8309   71.2454
  11.5091  -28.9211
  15.3503   57.7196
  13.5697   10.3972
   9.1178   -0.3519
   7.4080   35.0900
  10.9816   73.0361
   8.8136   31.1833
  14.0749   -8.9935
  13.0736   16.6019
  12.6916  -22.9272
  12.4144  121.2283
  15.8437  -76.3720
  12.5979    0.7880
  14.4452   62.6662
  12.6226   45.1612
  11.0667   16.8488
  14.8989   37.1644
  11.7183    8.8305
  10.6174   11.0094
  15.2851  -10.9418
  15.9024   23.5231
   6.6996  -11.7244
  10.0185   42.3122
  10.6405   73.2927
  15.0465   42.9818
  14.3256 -171.0251
  12.6479    8.3399
  18.9416 -117.6408
   9.2368   41.4631
   9.4445   38.3169
  12.7564  -11.1179
  12.8209   37.5079
  15.2410   24.6555
  14.8690   19.4376
   8.3491   26.1798
  12.5177   60.7978
  15.3117   23.9402
  13.5387   34.7927
   9.3770   55.5065
  13.3030   25.0106
   9.7379   30.7314
   0.4884  162.6813
  10.7473  102.4651
  13.7336   24.8943
  12.5284   -0.7213
  11.1895  -46.4586
  13.2199    7.3668
   9.8026   48.0290
  14.4210    4.3683
   7.6292   13.1240
  10.4315   19.5400
  14.8579   35.0085
  11.3686    1.9012
  10.8483   86.0070
   8.5284   38.7184
  15.7103   41.8251
   3.4225  121.7649
  12.5921   88.3970
   9.2241   55.0103
  14.0253 -153.7426
   9.9254   20.0052
  15.3800   60.8461
  16.6703    9.3301
  13.4707  -15.1226
  17.8603   19.4746
  13.2860    9.4641
   7.2447   51.6845
  11.8424   14.0904
  10.7315   31.4067
  13.7714   18.9605
   6.0583  -12.9949
  12.2293  111.5299
  13.1414   72.7312
  15.8675   36.1429
  12.5739   51.3771
  12.8175    3.2417
  14.4794  -22.3160
  13.3158   73.4503
  13.2885  -17.2386
  10.8534   45.8870
  13.9313   23.6365
   9.7191   64.7059
  12.6694   17.8918
  16.8042   45.9930
   8.7538   -4.9873
  13.5127   28.7484
  12.6520   39.9329
  14.5819   61.6027
  14.5329   34.9756
  13.8450  -47.4776
  10.7080   43.9656
  13.7447   41.5975
   8.3512 -118.3107
  15.3993    6.7760
   5.4167  178.7422
  15.5799   20.0149
  13.8762    9.9512
  13.5945  -45.8519
  13.8802  -13.2189
  13.9576  -44.5549
  16.3556   47.4657
  15.7577    3.7421
  13.9384   24.8659
  12.7700   53.2524
  14.4685   27.2900
  13.9103  -16.7651
  14.9573   29.6376
  16.5042   64.5300
  11.8334    2.3625
  15.5107   36.3116
  13.7726    5.3115
   9.6306  123.6864
   8.5595  -15.4184
  12.0030  -41.2541
  12.6226   61.5387
  16.7972   26.5492
  13.3857   34.5799
  11.6304   34.2069
  13.0235  -47.4457
   9.5722   30.6962
  10.0785   34.6401
  15.7100   37.0318
  14.9804  119.4228
  13.6758   75.8390
  14.2113   99.3312
  13.3947   47.1064
  11.6245   86.0804
  12.1017   48.8151
  14.7479  120.5451
  16.1008   97.5132
  13.6898  -15.1600
   9.3231   63.3417
  15.6602   34.7520
   7.9142   43.5376
  13.8418   14.5686
  10.5223   12.6181
  15.0511   32.6073
  13.2442  178.3411
  16.5027   53.9424
  11.6121   68.6428
  12.8567   11.4276
  13.3872  -17.1161
  11.7224   40.3773
  15.0688  -16.3158
  12.1267   57.9188
  17.0432  -33.9733
  11.5499   60.3118
  14.1591  -44.2100
  15.9521   32.8684
  14.9759   96.8953
  13.9192   29.2715
  13.9532   20.6610
  13.6329 -148.5958
  16.8561   85.5751
  15.2725   15.5354
  14.2095   36.7055
   9.8081   32.0791
  13.6289   39.6901
  14.2065  128.8894
  12.2388   88.5476
  14.3452   71.0299
  14.9583   53.3437
   8.0216   55.6117
  11.8286   55.2544
  13.1271   66.5768
  15.0017   48.5628
  14.2872   39.7110
  14.1169 -106.2510
  14.6915   28.7812
  15.2375   -4.7820
  15.1069   66.7949
  12.7435   20.8565
  11.4971   12.2319
  14.6814  103.5098
  16.0991   39.0402
  12.8825 -167.2212
  11.5220    5.5523
  13.4291    6.0216
  16.5602   57.5456
  17.9711  -28.0665
  14.9567   59.4941
   6.8490 -130.1060
  14.2325  -19.0687
  13.5288   17.2131
  11.9715   93.0449
  11.3742   38.8512
  15.7812  -47.5255
  14.5534    3.9812
  16.5043    7.6215
  11.5132    8.5831
  14.5895   96.8522
  13.8286   97.3036
  10.9548   19.1723
  14.2963   16.8472
  12.6268   70.5342
  13.8591  -69.4386
  13.0257   10.6394
   2.0397  174.6078
  13.1367   31.7970
  13.0596  -36.8222
  10.9028  -11.2953
  13.4978   23.1328
  15.8516   94.2424
  15.7839   37.4390
  15.3698   34.5376
  13.3051   12.0841
  12.2567   51.5708
   9.4585  111.5291
   5.7755   31.4489
   8.0059   17.4033
  15.6773   47.0411
  14.1923   25.8461
  17.5928   60.4449
  13.5063   20.0266
  15.1937   31.7003
  13.3928  -25.3103
  14.5879   86.7315
   9.7429   29.7084
  10.3164   57.4845
  13.5170   -6.1361
  11.8919   40.4876
  11.6323 -163.0854
  13.8386    5.4061
  10.9181  -29.8886
  14.7320   52.6801
   3.7395   -7.4059
  14.9722   33.4861
   1.6720 -163.8420
  14.6297   28.7438
  11.5699   29.6920
   9.3516   31.1778
  14.9216    3.3837
  13.6358   10.2245
  11.8917   56.3371
  10.3824   31.4962
   7.1141   17.2213
  14.9979   -6.3295
   8.6905   10.1595
  16.7500   42.6016
  15.7416   24.0305
  18.6878   14.9539
  14.4185   16.0852
  12.5064   -4.5083
  10.0185 -179.3501
  11.6244   68.2878
  13.2161    9.0101
  16.8172   30.9970
   8.3600   61.3538
  14.3765  104.9425
  10.1406   56.1085
  14.4374  -49.2296
  14.7864   31.0338
  11.6034   46.4677
  13.8687  -14.8326
  13.2633   96.3391
  14.7182   10.9096
  18.5216   63.1851
  11.7404   88.6682
  16.8516   51.5276
  14.7090   32.8641
  14.6723  -40.0200
  16.6632   25.8741
   4.1138  176.3534
  16.0517   53.2385
   9.1540   38.2171
  10.1191   36.3910
   5.2667  -67.8498
  14.0003   25.9456
  14.9058   52.0882
  19.5521   83.0404
  18.3983   67.5201
  11.0246   -0.0255
  15.0563   40.2161
  15.6405   35.6371
   0.8052  -11.3087
  16.1460   40.1646
  12.2807   47.0629
  14.8375  -68.8372
  16.6881   82.1137
  12.1629   65.3321
  14.5995   23.0166
  11.9131   80.0855
   2.9162   77.5658
  11.8451   92.9338
  12.0056   44.5066
  12.9368   13.9030
  13.3352  126.9542
  12.4482   38.3581
  13.1406    3.5737
   7.7683   13.1716
  16.6640   51.1454
  13.4548   33.4565
  13.9277   33.1342
  14.0363 -173.2222
  14.6018  -44.1752
  13.8611 -116.4248
  12.9459   19.0184
  13.3951   60.8583
   4.8900  -27.6078
  16.3795  -60.5866
   4.4192 -107.7771
  16.2200   46.1546
  11.0946   -9.2636
  15.0391   34.5083
  15.8286   53.3222
  12.3281    9.9856
  16.8303   51.2383
  10.6774    8.7656
   8.0255  119.9664
   5.0397   77.7879
  15.1474   91.4769
  13.2644   25.3592
  13.9287   26.9923
  11.2125   66.0443
  11.9070    6.2825
  11.8335   22.3030
  11.4527 -168.6884
  14.3442  121.5960
  14.4498   -9.5769
  14.7215  133.3973
  16.5561   65.3091
  16.2325   45.8967
  16.2090   53.9247
  16.2943   45.0592
  18.7231   59.2570
   6.7012   -0.6434
  12.3220    3.9927
  13.2970   12.2338
  14.1868  -14.0548
  12.2302   67.7758
   0.9962   16.4866
  14.2053 -167.1463
  14.4646  -15.3782
  13.5455   87.1436
  14.9791  155.4465
   2.7348 -176.2623
  12.0254   21.2280
   9.8578   42.7004
  12.8396   -4.4325
  14.5898    7.8132
   2.0293   -1.1883
  16.8075   50.8737
  14.2931    0.9117
  11.2290    6.7208
  14.7337   45.9773
  15.3158  -24.9125
  15.4074  -42.9977
  15.2379   -6.8794
  10.9960   73.7716
  14.9478   30.5215
  12.8171   11.5152
   3.2812   -1.7647
  14.8192  102.2902
  13.3460   98.1749
  15.7714   25.3350
  15.0222  -10.0993
  18.5086   -6.6777
  10.4663   71.8004
  14.5471    5.2614
  11.6563 -170.1987
  13.9779   55.9676
  15.3204   33.3749
  15.9711   59.6094
  17.8121  -11.5671
  16.4061   40.3527
  16.1401    6.6978
  13.7810   74.9205
