# age bin between 20 and 90 Myrs ago
#     R      phi
#    kpc     deg
   5.3908   28.1681
   6.1692   -2.6260
   5.4205  -11.0089
   5.1849  -35.3044
   5.0261  148.7486
   7.7197  -44.5762
   9.4840   52.7411
   8.8538  -51.4325
  10.4112  -53.3582
   8.1327   -6.7963
   5.2170  -19.4951
  13.6443 -112.2733
   8.1835   30.9374
   5.1055    2.4940
   8.6468   32.6064
   6.6301   37.8970
  10.9397   61.3251
   5.3542   21.8085
   6.6879   27.2143
   7.7497   24.9714
   4.3398   27.2661
   4.8278    3.1796
   5.8717   83.6562
   5.4100  -28.5138
   4.0507  -45.7208
   3.6019   -9.0596
   7.5206  -34.2901
   8.6392 -153.1509
  12.2034   -4.1072
   9.8605   34.1156
   6.8532  -34.6147
   5.4224  -11.2108
   9.7935   -5.9453
   4.8818  -24.8744
   4.8383   69.6474
   6.5040   31.7536
   6.8906   36.8670
   4.4806  -37.2453
   5.0139   16.7706
   4.7503    4.4447
   5.4133  -14.6696
   8.3921  -15.6922
   4.1606  -83.6217
   6.0022   -3.9446
   4.1018   21.5022
   8.8735  -58.1699
   3.9928  140.6302
   6.1140 -104.2891
   5.3226   66.3743
   5.0746   24.6217
  16.4985  -54.1759
   8.2649   -7.6952
  10.7119   63.0453
   6.6181  -18.6367
   5.5794   -5.5314
   5.3131  -21.8201
   7.2611   23.3550
   5.9076  -12.4976
   8.5140   33.9260
   6.1170  -12.8699
   7.9785   15.9014
   7.3572  -43.1296
   6.0335   34.5539
   7.4766   -4.7331
   5.6102   -6.5634
   9.7653  -15.5441
   8.2034  -17.5877
   5.2411   19.4271
   7.5599  -19.1382
   5.1669    3.0117
   8.7870   50.9154
   6.9462   28.4934
   6.6870   30.0317
   7.0554   47.0049
  10.5622    5.2968
   5.2641  -20.9043
   6.8066  -28.6494
   6.2953   29.3829
   7.0116   52.1426
   7.7182   28.7280
   5.8743   28.0406
   6.6695    9.4627
   5.6075  -14.2623
   8.3193   39.0337
   8.2386   34.1731
  10.4691  -12.9551
   6.2112   21.8010
   7.0629   26.5049
   6.4251   38.7460
   7.1665    6.4560
   6.1460   22.9507
   7.7234   49.6184
   8.9774  -86.4521
   3.8264   36.6832
   7.3741  -32.5446
  10.2595  -18.4137
   7.7537    8.3293
   7.2848   50.5732
   5.0600  -19.4435
   6.0621   41.1862
   7.1267   32.6443
  11.7814  102.4998
   8.4472  -38.0278
  17.2964 -154.1608
   5.0191   -9.8478
  11.2204 -144.0717
   5.6056  -14.3802
   8.5514 -169.5878
  12.8853   36.2298
   8.8817   47.1532
   6.5385   40.4105
   9.8486   68.7309
   7.7434   17.6517
   3.8179   -5.9413
   7.4746  -30.2619
   3.5124  142.0620
   6.4479   39.0571
   8.8428   11.7416
   9.3389   31.7081
  10.0375   -9.2632
  10.8955   22.1154
   5.0401  -82.1898
  12.4341  -73.2236
  10.2292   19.1532
   9.1811   47.4244
   7.8363   39.1121
   7.1428 -106.6354
   9.6013  150.3671
   6.3360   -9.9756
   9.2754   95.7064
   6.7975    7.7128
   7.4202   23.3885
   5.5015  -20.4753
   5.1193   -1.2662
   9.4752   51.2924
  10.9887   20.1360
   7.6922  -29.3721
   5.2713   -9.2206
   5.3443   26.4580
   6.4304   10.0266
   8.4884   46.2851
   8.9620   47.7061
   7.9984  -23.5559
  16.1976   -7.1361
   6.1082 -108.5537
   6.4748  -29.4052
   5.4942  -25.9803
   8.5869   19.4926
   5.3433  -18.6689
   8.4208   54.2287
   7.3241   10.4970
  11.7754  -38.4307
   6.6355  -29.6948
   6.6868   12.0611
   9.6650  -13.7733
  10.7839   33.8025
   6.3047   34.6864
   3.3878   39.0386
  12.7846  137.6177
   4.9540   13.4759
   8.1074  -12.6421
   7.9223   45.1381
  10.2302   15.0361
   1.2744   45.3206
   8.6092   31.1438
  10.0511  -39.0116
   9.4757  -23.2123
  10.6851  -64.5319
   6.1197  -11.5826
   6.8077   29.1466
   6.7906   -5.8009
   6.7392   44.3028
   4.6886  149.4967
   8.4345   13.9562
   9.0875   53.8200
   6.0889  -10.8845
   7.7462   22.4601
   5.7704   77.0772
  13.5672   -7.7033
   8.1191   61.3424
  10.2099   31.4179
   6.2330   -4.4717
  10.9069  119.0789
  13.0748   51.1498
   9.8437   -2.2673
   9.2418   54.3623
   6.5342   23.1622
   6.1050    5.8663
   4.9600   13.8081
  11.9410  -11.1608
  13.4445   30.8251
  16.6700  114.9233
   5.4582    1.9414
   4.1428    4.7586
   7.8659   29.3601
   5.5019   25.1913
   6.1617  136.0430
   8.9964  -11.6288
   7.8611   30.4187
   7.0201   22.4179
   9.6672   34.7840
   6.8095   28.2370
   6.4520   39.7701
   5.6284   68.1555
   8.1344   46.5364
   7.8975   29.3868
   8.5041   65.1682
   7.3933   11.1956
   5.9547   -5.8162
   6.4070   49.8774
   5.2762   16.6489
   7.1399   -3.0071
  14.9507   71.3630
   7.5783    3.5122
   8.3467  -13.1762
   8.8261  -49.7418
   7.8491  -39.5253
  10.8785   88.8262
   5.8153   20.9222
   8.5392   13.1498
  15.7347  124.1311
   5.0015   64.8506
   6.9096    0.1970
   7.2457   -6.9981
  15.4074   40.7923
   5.9127  -16.9058
   7.2540    9.6045
   6.2068   40.3659
   5.4001 -113.8346
   8.6528    0.6576
  11.3067   48.1457
  19.6002   70.1263
  10.0982  -10.1092
   8.0007   19.0641
  10.6408   -3.9134
   7.1931   21.8653
  11.8801  -49.0587
   4.5124    6.8962
   7.9337    5.0472
   8.4774  -36.2739
   8.2963    2.0261
  10.8724   84.6840
   8.3488  -36.7097
   3.1823   56.7150
  10.5127   79.2108
   5.2310   -8.3020
   8.3731   33.0285
  11.5698   63.3432
   4.9910   19.7279
   5.3484  -19.6944
   7.1060   26.0732
   4.1745  -14.6407
   6.0065   17.6170
  11.8540    1.3778
   9.0365   51.1564
   8.4241   30.5877
   4.2836   22.7418
   5.3468   10.3371
   7.9091   18.5438
   6.0083   29.4387
   5.3042   10.8613
   8.7092   13.6759
   7.5791  -39.9839
   7.2177   49.3957
   5.5022   28.1566
   6.4965   21.9863
   2.1804 -120.9977
   4.8767   -5.2647
   4.1665  -55.3942
   7.8977   48.4157
   8.7882   51.1274
   8.5786   48.3462
   8.1299   65.8980
   4.6191  -41.0733
   9.9379   47.0359
   7.3837   -8.4952
  10.6260   79.0163
   9.2973   52.1988
   5.4931  -20.0723
  12.2883   19.9542
  10.9247   78.0187
   8.5277   38.5691
   7.3073 -138.8306
  10.0632  -15.7894
  12.5408 -148.6933
  10.7539   -3.5374
  10.1895   33.1747
   6.8354   32.5198
  14.4373  -70.9607
   8.5101  -49.7791
   7.7631   17.8730
  13.1686  -15.5155
   6.9248    9.3742
  13.2585   -8.7596
  13.6884   85.1755
   6.4221   55.5076
   5.9176   13.4486
   7.0006   43.4576
  10.0793  -17.2371
   5.1395   16.9213
  12.6895   44.5183
   8.4974  -20.1839
   6.5073   24.5120
   9.1217   76.5201
   5.3816  -24.3172
  11.8762   -4.6150
  10.2350   10.9818
  15.2042 -134.4917
  12.6363   83.0425
   7.7606   14.4399
   6.2280   21.4150
   7.9450   -3.8699
   6.4988    9.6719
   5.5327  -17.1115
   8.8755   13.0293
   7.8039   56.3402
   8.0846  -42.3612
   6.2128  -23.1360
   5.2347   60.5986
   8.4407    4.8927
   5.1992   46.6265
   7.1645  -26.9985
   9.5319  -16.3656
   6.9743   36.2419
   9.0542  -27.8301
   4.5057   40.3325
   9.3205   49.1569
   6.1932    3.3849
   9.7591   13.1346
   5.3484   15.9857
   6.4767   -8.3048
  12.7277  122.8314
   9.6815 -168.7781
   2.3770  -20.0625
   6.3769   28.5980
  12.2705   80.9122
   7.1843   25.2960
   5.3962   30.4004
   6.4885   -3.3951
   7.6882  -15.4501
   4.9809   25.6540
   6.7101   -9.8447
   4.8041   45.4140
  11.5592  -11.3650
   6.0443    3.2348
   6.1366   24.4706
   4.9136  -14.9896
   7.4526   43.8783
  12.2798  -51.7010
   8.0247   22.8713
   5.4852   20.0007
   8.2892  -13.5815
   5.0944   38.1253
   7.9903    7.3992
   9.8411   47.7674
  13.4673   15.0412
   5.5265   34.9378
  12.0490  -23.4567
   7.3142  -35.4690
   5.4020   28.8023
   8.7311   63.8658
   8.7513   43.8077
  14.2317   84.1144
   8.9942  -11.2410
   7.8892   -0.0821
   7.6370   -4.1777
   5.0909   13.6359
   7.1372   -9.8387
   5.1526   63.6923
   6.1794   10.9967
   7.8683   10.4785
   5.0897  -27.3085
   7.8725    5.3670
   7.5789 -107.1413
   8.0534  -26.9662
   8.9809  -20.1669
   6.4147  -13.5821
   5.7197   83.6610
  11.8311   35.3585
   9.0302   -3.0826
   8.3570   48.1543
   3.4061  123.9538
   9.2842   -9.1874
   6.0536   17.1251
  10.7021    4.5610
  10.9029  132.9464
   4.9590   23.8031
   8.5694   44.2553
   9.2438    1.8272
   7.8613  -26.0303
   8.2373   63.1227
   6.7883   46.8263
   6.6236   16.6191
  10.2176   71.2169
   8.7240   23.1352
   8.5663 -145.6700
   6.9241  116.0117
   8.8735   25.8199
   6.2389  -29.4314
   9.5905   41.5169
   7.4183   30.0194
   8.8598   -3.4146
  11.7241  113.7961
   9.0494   70.7761
   6.7599   48.3805
  10.3873  -18.4489
   7.7559    4.1758
  16.2503   43.7942
   7.9790  170.4678
   9.5586  -12.9038
   8.1482   15.2726
   8.1017   -1.2278
   6.6409   -3.3979
   0.6151  116.1002
   7.7926   -2.2608
   6.9624    9.1475
  10.5568  -29.2357
  10.2151   45.9473
   3.4329   84.1104
   9.3617   73.8317
   7.4386   -3.6212
   7.9501   -0.0513
   7.8561  -33.7711
   8.6797  -56.0542
  10.3801    9.5849
   6.5833   -8.6379
   6.0093   -4.1055
